product_name,energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,nutrition_grade
Spreadable Nordpak Lighter,2135.0,0.5,57.0,0.6,0.9,0.5,0.7,d
Pom' potes Pomme Abricot bio,241.4,11.0,0.5,0.5,0.01,1.3,12.0,a
Confiture Cœur de Myrtille,716.0,40.0,0.0,0.0,0.0,1.9,40.0,d
Sun-dried tomato,675.0,6.4,12.0,3.0,1.25,7.9,22.9,a
Smooth peanut butter,2629.8,4.6,51.3,28.5,0.01,5.4,12.0,a
Compote bio,249.9,11.0,0.6,0.5,,1.9,12.0,unknown
Superclub sandwich,1439.6731293062,4.80692196763339,4.00576830636116,12.8184585803557,1.3619612241628,4.80692196763339,60.8876782566896,c
Cuor di Pane,1084.6,10.0,4.1,7.9,0.305,4.2,45.0,b
Българско бяло саламурено сирене,1105.0,1.2,22.5,14.25,3.5,0.0,1.2,e
Biona Organic Rye Bread Chia & Flax Seed,883.0,2.9,3.9,6.0,1.2,11.0,32.0,a
Organic Sun-Dried Dates Pitted Deglet Nour,1377.5,65.0,0.0,2.5,0.0,7.5,75.0,c
Mantequilla Ligera,1569.0,0.0,41.0,0.0,0.3925,0.4,2.8,d
Chicorée nature sans caféine,54.0,0.08,0.01,0.17,0.01,1.0,2.6,unknown
Couscous de riz,1522.8,0.5,2.2,11.0,0.0,3.8,72.0,b
Pain aux céréales,1056.8,2.2,5.6,9.2,1.1,5.9,38.0,b
Street food saveur spicy curry sauce,2139.0,2.6,33.0,6.1,0.56,5.0,47.0,c
Beurre,3061.2,0.8,82.0,0.8,,0.0,0.8,unknown
Swiss Style Muesli,1553.11111111111,14.0,5.11111111111111,10.6666666666667,0.0555555555555556,7.11111111111111,66.2222222222222,unknown
Oaties Choco Crunch,1612.5,21.0,4.9,10.0,0.285,8.9,70.0,c
Le Bio Pomme,157.0,8.4,0.0,0.0,0.0,,8.4,d
Cœur de fruits Pomme Poire,205.0,10.0,0.2,0.3,0.0,2.1,10.0,a
Danone à la grecque vanille,530.9,13.7,6.4,3.3,0.4325,,14.0,c
Cruesli nuts & seeds zero sugar,1848.0,3.8,21.0,9.5,0.11,23.0,44.0,a
ORIGINAL,1321.42857142857,0.0,35.7142857142857,0.0,1.78571428571428,0.0,0.0,d
Extra Virgin Olive Oil,3453.33333333333,,93.3333333333333,0.0,,,0.0,unknown
Ciabatta Rolls,967.833333333333,5.83333333333333,1.5,9.5,,5.66666666666667,41.5,unknown
Extra Virgin Olive Oil,3330.0,,90.0,0.0,0.0,,0.0,unknown
Caesar cardini’s dressing,2494.9,,65.5,2.3,1.0125,,1.9,unknown
Nutty Super Wholefood Salad,659.2,1.2,7.6,6.9,0.4925,5.6,12.7,a
vanilla skyr,310.0,5.88235294117647,0.0,10.5882352941176,0.0882352941176471,0.0,7.64705882352941,a
Curry,992.0,0.0,16.4,13.3,1.41,5.2,7.0,not-applicable
Petersilie getrocknet,1111.0,4.0,2.0,23.0,0.48,,38.0,a
Sift Figs,993.0,48.6,1.5,3.3,0.2,6.9,48.6,c
Paneermeel,1445.8,4.9,1.4,12.0,0.8,0.0,70.0,c
Nestlé Smarties yaourt à la vanille 4 x 120 g,541.0,14.9,4.9,4.8,0.16,0.2,15.5,c
Ovale fleur d'ange lp 300g,1416.0,0.0,31.0,15.0,1.2,0.0,0.8,d
Bénénuts Twinuts original format familial,2264.0,6.0,34.0,14.0,2.0,3.0,43.0,d
Lentilles Cuisinées à la graisse d'Oie,418.0,0.5,3.2,5.8,0.8,3.9,10.0,b
6 Chipolatas supérieures,1012.0,0.5,20.0,15.0,2.0,,1.0,e
Fleur d'Ange,1391.0,0.0,30.0,16.0,1.5,0.0,0.5,d
Amandes grillées et salées,2647.0,3.7,56.0,26.0,0.41,8.8,3.7,a
Crème de marrons à la vanille,1104.0,54.4,0.6,1.2,0.01,2.2,61.4,d
SPAETZLE 400g,697.0,0.5,4.8,5.7,0.82,1.8,24.0,c
Boules chocolat,1577.0,18.0,2.9,10.0,0.23,9.5,72.0,c
Grinioc petit épeautre et légumes,779.8,3.8,5.2,7.2,0.95,5.0,25.0,c
Amandina,331.0,0.7,7.0,3.1,,0.9,0.7,unknown
2 Tartares de Saint-Jacques,711.0,5.3,13.0,6.1,0.58,2.8,5.9,a
Mini-cake chèvre tomate courgette,1158.0,2.3,18.0,11.0,1.7,2.0,17.0,d
Mini-gougères au fromage,1534.0,0.5,25.0,14.0,1.1,2.3,20.0,e
Choucroute garnie,302.0,0.5,5.1,3.8,1.0,2.2,1.8,c
Coulis de tomates,182.0,6.3,0.5,1.4,0.03,2.3,7.8,a
Edam en tranches,1331.0,0.0,24.0,25.0,1.9,0.0,0.0,d
Bio village - Compotes multi variétés allégées en sucres bio,273.0,11.0,0.5,0.5,0.01,1.7,14.0,a
Confiture fraises et framboises,1014.2,58.0,0.1,0.5,0.0,2.0,58.0,d
Spaghetti n°5,1547.4,3.1,1.2,14.0,0.0,3.0,73.0,a
Coulis de tomates,210.0,7.4,0.2,2.1,0.3,2.8,8.5,a
Gold Bunny Dark Chocolate,2307.2,37.2,39.2,7.2,0.28,,43.2,e
Crunchips Salted,2263.5,0.5,34.0,5.5,1.6,3.5,52.0,d
Bull's-Eye Original BBQ Sauce,675.499999299646,33.0,0.20000000298023,1.2999999523163,2.5,,38.0,e
Mature Cheddar & Red Onion Flavour Hand Cooked Crisps,2008.0,2.0,24.8,8.0,0.8,7.2,52.4,c
Soft White Thick,986.2,3.4,1.6,8.8,0.885,2.4,44.6,c
Pipers Anglesey sea salt crisps,2223.0,0.5,30.7,5.1,0.94,3.5,57.2,d
0% Fat Vanilla Yogurt,338.3,14.0,0.0,5.8,0.17,,14.1,b
Tangy & Crumbly Feta,1155.3,0.0,23.0,16.9,1.9,0.0,1.0,d
Ribena No Added Sugar Concentrated Blackcurrant,10.0,0.3,0.0,0.0,0.003,0.0,0.4,b
No Sugar Milk,80.6,0.2,1.4,1.2,0.0975,0.2,0.4,b
Cacao & Almond Oat Bar,1820.0,25.6,19.1,7.4,0.36,5.1,55.8,d
Violife 100% vegan original flavour slices,1190.0,0.0,23.0,0.0,2.3,,20.0,e
Jogurt Grecki naturalny,516.0,5.0,10.0,3.6,0.1,0.0,5.0,c
Falafel Di ceci e spinaci,845.6,1.3,9.9,9.1,0.87,8.7,15.0,a
Delicate Crisp Rosemary & Sea Salt,1659.5,3.0,8.0,11.0,2.5,10.0,64.5,d
Chocolat Daim,2280.0,60.0,32.0,3.1,0.88,1.3,61.0,e
Choco wafer,2235.3,43.0,31.0,6.7,0.275,2.8,56.0,e
Organic Extra Virgin Olive Oil,3378.0,0.0,91.3,0.0,0.0,0.0,0.0,b
Crostini Dorati vivaci,2319.6,1.8,35.0,8.0,1.4,2.7,51.0,e
Nouilles de riz,1465.2,0.0,0.5,6.1,0.0,,79.0,b
Peanut Butter Smooth,2162.5,6.25,31.25,12.5,0.9375,6.25,43.75,c
Ravioli emmental basilic BIO,1143.0,1.6,10.0,11.0,1.4,3.0,33.0,d
Cream Cheese,1039.0,3.0,24.0,5.9,1.1,,3.0,d
Jelly,850.0,50.0,0.0,0.0,,,50.0,unknown
Activia,366.0,12.0,3.0,3.0,0.1,,12.0,c
Kefir,195.0,4.6,1.5,3.6,0.1,0.0,4.6,b
American Sandwich - Weizen,1132.5,3.9,4.3,7.8,0.00225,3.1,48.0,a
Smooth Peanut Butter Bio,2583.6,6.2,48.1,31.0,,8.9,12.1,unknown
Ensalada de pasta con pollo al pesto,673.1,1.6,4.7,9.8,0.32,1.2,19.0,b
Delightful Bread Healthy Multi-Grain,477.0,2.0,1.0,6.0,0.475,4.0,18.0,a
Helados mini sin azúcar,1224.0,7.0,19.7,6.0,0.18,0.5,31.5,d
Ancora uno nocciolato,2289.4,29.0,33.4,5.8,0.25,2.5,55.0,e
Pommes rissolées sachet de 1kg,503.0,0.7,3.3,2.2,0.12,2.4,19.0,b
Skyr nature0%nature450g,243.0,3.6,0.5,8.8,0.09,0.5,4.4,a
Svježi krem sir,979.0,3.0,22.0,6.1,0.75,,3.0,d
Tofu natural,473.0,0.2,5.3,13.1,0.05,,0.2,a
4 Seeded Brioche Burger Buns,1316.0,14.0,8.5,9.9,1.0,2.2,48.0,d
Chocominis,2021.8,25.0,20.0,6.4,0.6,,69.0,d
Kefir,196.0,4.1,1.5,3.2,0.12,,4.1,b
Classics Belgian Chocolate,1308.7,24.4,20.7,4.5,0.13,2.4,26.3,e
Thon listao huile d olive,889.0,0.0,13.0,24.0,0.9,0.0,0.0,b
L'or absolu,4.0,0.0,0.0,0.2,0.0,,0.3,unknown
Red Lentil & Beetroot Fusilli,761.0,2.3,1.3,13.0,0.05,7.7,46.0,a
Reduced Fat Soft Cheese,636.333333333333,3.66666666666667,11.0,9.66666666666667,98.35,0.333333333333333,3.66666666666667,e
This isn't bacon rashers,502.2,0.6,1.0,21.0,2.70833333333333,6.3,3.4,d
Strawberries,228.0,7.0,0.0,1.0,0.0,3.0,11.0,b
Bonny fruit Mix citrus,1401.0,66.9,0.0,0.1,0.37,,81.2,e
Organic Raspberry Lemonade Kombucha,0.0,0.0,0.0,0.0,0.0,0.0,1.57142857142857,c
Sourdough Bread sliced,898.076923076922,0.0,0.0,7.69230769230769,1.39423076923077,1.92307692307692,44.2307692307692,c
Organic red kidney beans in water,339.8,0.6,0.5,7.7,0.01,,11.2,b
Red Kidney Beans in water,468.0,0.7,0.8,7.7,0.012,9.6,13.5,a
Aardbeien,162.12,5.6,0.5,0.63,0.025,3.8,6.03,a
Chips vinaigre,2274.0,2.0,35.0,5.0,1.7,5.5,50.0,d
Madagascan Vanilla Extract,1190.0,48.0,0.0,0.0,0.1,,70.0,not-applicable
"Apple, Mango, Spinach & Avocado Smoothie",250.0,10.2,1.3,0.5,0.01,0.6,11.1,d
Dried cranberries,1380.0,72.6666666666667,1.0,0.333333333333333,0.0,5.33333333333333,77.6666666666667,d
SUPER BERRY GRANOLA,1774.0,17.2,10.8,11.3,0.03,6.5,66.5,c
Douceur riz sans sucre,184.0,0.5,0.7,0.5,0.04,,8.8,c
Classic houmous,940.8,0.6,15.8,7.3,0.66,5.0,11.3,a
Nature of Nuts Tonus Sans sel ajouté,2217.0,18.0,36.0,21.0,0.01,11.0,26.0,c
Boisson Riz nature,176.0,0.5,0.7,0.5,0.04,0.5,8.8,c
Véritables Feuilles de riz,1496.0,0.0,0.8,3.9,2.1,0.8,82.0,d
Jambon cuit Fabrication SANS NITRITE,512.0,0.5,3.5,22.0,2.0,0.0,0.5,c
Trail Mix,674.808,9.99,9.99,5.01,0.09975,2.001,12.0,b
Egg noodles,833.170731707317,0.48780487804878,4.8780487804878,6.78048780487805,0.0878048780487805,3.21951219512195,30.0975609756098,a
Hummus und Guacamole,1022.0,0.7,19.5,6.5,0.91,8.9,7.0,a
Snickers ICE CREAM,1411.53081510934,23.8568588469185,19.8807157057654,5.96421471172962,0.233598409542744,,33.7972166998012,e
Roasted salted peanuts,2613.66666666667,3.0,52.3333333333333,31.6666666666667,0.725,5.33333333333333,5.66666666666667,b
Kellogg's All-Bron Natural,1680.9,0.9,1.7,12.0,0.0,11.0,78.0,a
Dulce sol pan integral,1324.0,6.3,12.0,13.0,0.8,8.0,35.0,a
Lays max paprika,2132.3,2.0,31.0,6.7,1.18,4.8,49.0,d
Classic paprika,2167.0,3.3,29.0,6.5,1.2,3.9,56.0,not-applicable
Cheddar bonna 24 p,912.0,6.0,21.0,13.0,,,10.0,unknown
Barbecue Lentil Chips,1977.14285714286,4.28571428571429,20.0,10.0,2.32142857142857,2.85714285714286,61.4285714285714,d
Original Creamy Soft Cheese,1070.9,3.5,25.2,4.6,0.4,0.1,3.5,d
Muesli dark chocolate cranberry,1915.4,6.7,13.3,12.3,0.2265,9.4,67.0,c
Multigrain Dino shape,1586.6,14.0,1.8,7.9,0.1175,6.4,78.5,a
Pringles Salt & Vinegar,2161.2,1.9,30.0,6.0,0.425,3.9,54.0,c
Salt & Vinegar Rice Cakes,1821.41271428571,1.42857142857143,8.571,7.14285714285714,2.14285714285714,2.85714285714286,80.0,d
Soya alternative to greek style yogurt,216.0,0.0,3.0,5.8,0.0002,0.8,0.0,a
Empanadas au saumon fumé Échalote & Crème,1493.4,1.8,23.0,9.8,1.3,2.1,27.0,e
PET 1.5L OAS THE FRBCAS,74.8,4.3,0.0,0.0,0.03,0.0,4.4,d
Myfitness Chocolate Peanut Butter,2615.0,10.0,50.0,26.0,0.875,,19.0,d
Queijo de Pastagem Light,955.0,1.5,13.0,26.5,1.3,0.0,1.5,c
Vanilla Flavour Pudding,385.8,4.0,2.4,10.0,0.42,1.0,7.0,a
Penne Rigate,1517.4,3.2,1.2,14.5,0.0,3.5,70.5,a
Sticky Rice,739.68,0.08,1.04,3.12,0.024,1.12,37.6,c
"Gratin de patate douce, champignon, épinard",663.3,12.0,8.0,4.1,0.59,3.2,16.0,c
Gourmet Raspberry Yogurt,427.0,9.8,4.2,4.6,0.0975,,11.4,c
Barres de céréales chocolat au lait,1670.0,5.71428571428571,10.952380952381,5.71428571428571,0.369047619047619,4.28571428571429,66.6666666666667,c
Sablés bio Parmesan et graines de chia,1934.6,5.3,25.0,13.0,1.8,7.2,43.0,e
Le Fer,156.0,,0.5,0.5,0.0125,0.5,8.9,unknown
Mini Galettes Tomate Herbes de Provence,2072.6,11.0,24.0,11.0,1.8,5.7,56.0,d
Green lentils in water,304.0,0.5,0.5,4.9,0.03,1.7,11.0,b
Corn Tortilla,1267.0,4.4,7.2,7.0,2.95,5.7,50.0,d
Juicy water,110.5,6.2,0.0,0.0,0.0,,6.5,c
"SIMPLY GRANOLA OATS, HONEY & ALMONDS",1699.0,20.3125,10.9375,10.9375,0.1171875,10.9375,,c
Mini Wraps Wheat & White,1327.8,2.2,7.1,8.1,0.7675,3.3,53.0,c
Schafsmilchkäse Light,671.3,0.9,9.0,19.0,2.8,,0.9,d
Almond with Calcium,238.0,4.7,1.5,0.5,0.0775,0.5,10.0,d
Couscous marocain,1467.0,8.2,4.5,10.9,1.4,10.2,60.7,c
"Băutură de ovăz, fără gluten",178.0,4.5,0.8,0.7,0.09,0.7,7.7,c
Drizzler Super Smooth Peanut Butter,2470.0,5.9,46.0,29.6,0.0,0.0,11.6,b
Glace,1950.08,56.0,19.7333333333333,4.8,0.350666666666667,4.93333333333333,64.64,e
Jus d'orange sans pulpe,187.4,9.0,0.5,0.6,,0.5,9.1,unknown
Filets de thon à l' huile d'olive,1504.0,0.0,31.0,21.0,1.1,,0.0,d
Greek Yogurt Strawberry on the Bottom,300.0,9.33333333333333,0.0,7.33333333333333,0.0916666666666667,0.666666666666667,10.0,a
Cottage Cheese,434.513274336284,3.53982300884956,4.42477876106195,11.5044247787611,0.81858407079646,0.0,4.42477876106195,c
Pain proteine,916.6,2.2,7.6,16.0,0.95,9.3,17.0,a
Yogos Natur Yogourt,504.0,3.3,10.0,4.4,0.09,0.0,3.5,c
EDEKA Protein Wraps 8 St. 320g 1kg,1301.75,2.5,7.75,19.0,2.5,5.75,38.0,d
Pumpkin Seeds,2550.0,1.4,48.5,38.5,0.93,9.7,1.4,a
Cream of Tomato Soup,276.0,4.7,3.6,1.3,0.45,1.0,6.6,b
Chunky chopped tomatoes,93.4,3.8,0.1,1.1,0.015,0.8,3.8,b
Olive oil,3378.1,,91.3,0.0,,,0.0,unknown
Huile d'olive vierge extra Fruitée. Assemblage d'huiles d'olive originaires de l'Union européenne,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,b
Bananenchips,2092.0,16.0,26.0,2.0,2.5e-05,3.3,63.0,d
Seeded Sourdough Flatbreads,1770.0,4.44444444444444,12.2222222222222,13.3333333333333,2.19444444444444,8.88888888888889,60.0,d
Lipton Ice Tea saveur framboise,82.0,4.5,0.0,0.0,0.03,0.0,4.6,d
POM'POTES Pomme Poire Vanille,255.0,11.0,0.5,0.5,0.01,1.3,13.0,a
Tourte noix de Saint-Jacques et colin,1159.0,1.7,18.0,7.4,0.65,1.3,21.0,d
Grapenuts,1716.37931034483,8.62068965517241,2.58620689655172,10.3448275862069,1.16379310344828,12.0689655172414,79.3103448275862,c
Top Ramen Chicken Flavor,943.529411764706,,8.23529411764706,5.88235294117647,0.264705882352941,2.35294117647059,30.5882352941176,unknown
Dátiles en rama Deglet Nour,1219.0,64.0,0.5,1.8,0.0,8.3,66.0,c
Orange 🍊 citron 🍋 Pamplemousse,625.0,35.0,0.5,0.5,0.01,0.0,35.0,c
Boisson pétillante aromatisée,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Coconut collab protein yogurt,544.6,1.2,10.0,5.3,0.0875,1.0,4.5,c
Juicy Sultanas,1257.0,69.4,0.4,2.7,0.05,2.0,69.4,d
Spaghetti Quinoa - Ail et persil,1506.0,3.7,0.5,11.9,0.1,4.2,79.0,a
PEANUT BUTTER,2696.875,9.375,50.0,25.0,0.9765625,6.25,21.875,c
Cereal flakes,1584.9,8.5,2.9,9.2,0.6,7.9,74.0,a
BE-KIND Protein Crunchy Peanut Butter,2139.0,15.0,33.0,24.0,0.69,13.0,23.0,not-applicable
High Protein Müesli,1755.0,13.0,19.0,30.0,0.21,14.0,25.0,c
Balaji Wafers Crunchex,2330.0,0.8,33.9,7.2,0.97,7.7,52.0,d
Activia fruits 125 g x 4 figue,391.0,11.6,3.4,3.8,0.14,,11.7,c
Pétales Riz blé complet & orge,1636.0,15.0,1.6,8.3,0.9,5.2,82.0,c
Granola Nuts & Seeds,1963.0,10.9,22.2,11.4,0.03,5.9,53.0,d
Tagliatelles aux œufs frais,1119.0,1.2,1.8,9.6,0.03,2.8,51.0,a
Cottage,386.0,1.0,4.0,13.0,0.875,,1.0,b
Fromage blanc nature,331.0,4.0,3.2,7.8,0.11,0.5,4.7,a
Organic tofu,471.4,0.5,5.9,13.1,0.01,2.1,0.8,a
ALDI LYTTOS YOGRI nach griechischer Art 1kg 2.19€,222.0,3.4,2.0,5.3,0.13,0.0,3.4,a
Penne Rigate au blé complet,1420.0,4.0,2.0,12.0,0.03,11.0,62.0,a
Muesli Croccante Frutti Rossi,1898.9,18.4,17.4,9.3,0.6875,7.5,61.0,c
Hafer Flocken Glutenfrei,1557.0,0.7,7.0,14.0,0.02,10.0,59.0,a
Double Oat Granola,2037.4,12.0,24.0,12.0,0.03,9.8,51.0,c
Effilochés De Thon,866.0,0.0,11.0,27.0,0.9825,,0.0,a
Tempeh,812.6,0.2,8.8,19.1,1.2,5.2,7.1,a
Tray Braked Granola Toasted Nuts & Seeds,1845.8,15.0,17.3,10.7,0.4025,7.7,56.6,c
Rice Chex,1747.5,7.5,2.5,7.5,1.9375,5.0,87.5,d
Lighter Coconut Milk,276.0,0.7,5.6,0.5,0.03,0.5,3.5,e
Plain Yogurt,271.176470588235,4.11764705882353,3.52941176470588,3.52941176470588,0.117647058823529,0.0,4.70588235294118,b
Ramen Noodle Soup chicken,1914.0625,3.125,18.75,9.375,4.4921875,3.125,60.9375,unknown
Original 100% Vegetable Juice,251.0,10.0,0.0,3.0,2.3,3.0,13.0,e
Almond Raisin Müslix,1645.0,24.2857142857143,3.57142857142857,8.57142857142857,0.535714285714286,10.0,75.7142857142857,c
BOOSTED SMOOTHIE GREEN MACHINE,1136.0,49.0,0.0,2.0,0.1,6.0,62.0,d
5 Fairtrade Bananas,362.0,18.1,0.5,1.1,0.01,1.4,19.3,b
Organic Granola Bites mixed berry,1875.0,25.0,12.5,8.33333333333333,0.0520833333333333,8.33333333333333,70.8333333333333,c
Greek Strained Yogurt,289.333333333333,,2.0,9.33333333333333,,,3.33333333333333,unknown
Petit chevre doux Soft goats cheese,1005.6,1.8,19.0,16.0,0.9825,,1.8,d
Παστέλι με σουσαμι,2352.1,23.3,40.0,18.0,0.01,0.0,33.3,c
Ser cheddar w plastrach,1725.95,0.05,34.9,25.4,1.77,0.25,0.05,d
Pain complet de seigle aux graines de tournesol biologique,829.0,30.4,4.0,10.5,0.935,10.5,30.4,c
Нарязани кисели краставички,158.7,0.6,0.5,0.4,0.049,0.1,7.8,unknown
Grissini Sesamo,1761.7,2.0,11.5,12.0,1.75,0.0,66.6,d
"Smoothie, Banane, Raisin, Canneberges, Grenade, Açaï",303.0,13.0,0.8,0.7,0.01,,14.0,e
Griego Stracciatela,612.5,15.5,8.1,2.3,0.11,,16.1,c
Grand padano dop rapé,1634.0,0.0,29.0,33.0,1.5,0.0,0.0,d
Double Crème,1285.5,3.5,29.0,9.0,2.175,,3.5,e
Galettes de mais emmental poivre,1918.2,2.1,14.0,6.0,0.4925,2.9,75.0,c
La poêlée aux 5 légumes,112.0,2.2,0.5,1.3,0.1,2.3,3.8,a
Coeurs de palmiers tendres et délicats,135.8,1.3,0.6,2.5,0.81,2.3,3.1,a
Yaourt aux fruits 16x125g frutimax,349.0,11.0,2.8,3.3,0.09,0.3,11.0,c
CroustiMoelleuse EXTREME Kebab,820.0,1.7,5.7,10.0,0.99,1.8,25.0,c
Crousti' pétales 375g - P'tits Prods,1623.0,22.7,0.8,6.1,0.81,2.3,86.6,d
"TORTELLINI AU PESTO, BASILIC ET PIGNONS 250g",1324.0,5.4,13.0,8.4,0.73,4.6,39.0,c
Lentilles vertes BIO - 400g,312.0,0.5,0.5,5.6,0.67,3.5,10.0,b
Rochefontaine Haricots Verts Extra Fins Bio 530 g,67.6,0.8,0.2,1.1,0.8,2.0,1.5,a
Pur jus d'ananas du Costa Rica 1l,203.0,11.0,0.5,0.5,0.01,0.5,11.0,c
Lait fermenté au lait entier au bifidus nature 4x125g,264.0,4.2,3.6,3.5,0.13,0.0,4.2,b
Bouillon Cube de légumes x15 - 150g,16.0,0.5,0.5,0.5,0.87,0.5,0.7,unknown
4 tartares de saumon à la ciboulette,826.1,0.3,14.5,16.4,1.0,0.5,0.4,b
Yakitori,681.9,10.0,2.7,21.0,1.6,0.5,13.0,d
Cœur Complice doux et crémeux,1388.0,0.0,30.0,17.0,1.3,0.0,0.0,d
Velouté potiron & châtaigne,116.0,1.3,0.9,0.5,0.0,0.6,4.1,a
Thon listao en morceaux au naturel 400g 280g (1/2),424.0,0.0,0.9,23.0,0.9,0.2,0.0,a
Fromage blanc au lait demi-écrémé,301.0,4.3,3.0,4.9,0.1,,4.3,a
Brassé au lait de brebis,446.6,10.0,5.5,4.3,0.0,,10.0,c
Spaghetti,1505.0,4.5,1.9,13.0,0.02,3.0,70.0,a
Tortellini au Jambon Cru aux oeufs frais,1152.0,4.9,7.4,12.0,1.0,1.7,39.0,c
Mozzarella,989.0,1.0,18.0,18.0,0.6,0.5,1.0,c
Chips à l'ancienne nature,2308.0,0.7,37.0,5.0,1.3,4.7,48.0,d
Fromage blanc au lait de brebis,377.0,3.0,4.5,7.4,0.13,0.5,5.0,b
Confiture fruits rouges,999.0,58.0,0.5,0.5,0.0,1.6,58.0,d
Lotto Classic Snack,2334.38,3.75,36.65,9.1,0.005,1.57,47.71,d
Lorenz Crunchips Paprika,2201.9,14.0,33.0,5.7,1.7,,52.0,e
Unser Mildes (Weizenmischbrot),1022.8,2.9,2.7,7.5,1.0,3.8,45.0,c
Italian Tomato Purée,353.8,14.0,0.3,4.7,0.3925,3.1,14.0,b
Our Lighter Mature Cheddar 30% Less Fat,1291.9,0.1,21.5,29.1,1.77,,0.1,d
Ficello à l'emmental,1266.0,1.0,22.5,23.0,1.9,,2.5,d
Biscoff The Original Speculoos Creamy,2434.4,36.8,38.1,2.9,0.54,0.8,57.0,e
Blue Machine Blueberry Smoothie,209.0,10.0,0.0,0.1,0.0,0.5,12.0,c
Smooth Orange Juice,171.7,8.6,0.0,0.8,0.0,0.0,9.3,c
"Mangoes, Apples & Passion Fruits Fruit Smoothie",217.0,10.0,0.0,0.0,0.0,1.2,12.0,e
Clusters Yogurt Oats Double Choc,776.0,11.0,6.7,5.1,0.07,1.5,27.0,c
Choco Locos,1704.0,30.2,3.4,7.8,0.2,4.3,83.0,d
Philadelphia Light,623.6,5.1,11.0,7.4,0.6875,0.3,5.2,c
Lay's cheese flavor,2125.2,0.6,29.0,8.1,1.37,5.3,51.3,e
12 granos y semillas con masa madre,1131.17647058824,6.35294117647059,4.11764705882353,10.3529411764706,1.19705882352941,4.35294117647059,45.1764705882353,c
Garlic puree,1379.7,4.7,34.9,0.5,9.1,,4.7,e
Spaghetti semi-complet,1529.1,5.5,1.9,11.8,0.05,4.7,71.8,a
Toscana Kräuter,284.1,5.0,4.0,1.4,1.0,1.5,5.9,a
Yogur sabor limón sin gluten,323.6,11.9,1.9,3.0,0.11,,11.9,c
san nicasio crisps imp,2382.2,0.0,40.4,7.8,0.8,,44.4,d
Turrón blando,2188.0,34.0,36.0,13.0,0.0,5.0,40.0,d
Solero Batonnet Glace Parfum Exotic 3x90ml,604.0,18.0,3.4,1.7,0.08,,25.0,c
Gochujang Brown Rice Red Pepper Paste,921.6,26.0,2.9,3.9,6.0975,,44.0,e
Weet-Bix,584.0,0.9,3.8,3.8,0.21,4.0,20.4,a
Organic Loaf,1198.88888888889,7.77777777777778,4.44444444444444,10.0,0.777777777777778,8.88888888888889,46.6666666666667,a
Special Mexican Style Rice,630.64,1.2,2.32,2.4,0.166,2.48,28.48,b
"Soya drink, chocolate flavour",257.1,7.6,1.7,3.1,0.35,0.9,7.9,c
Yaourt brebis,433.8,3.5,6.9,5.6,0.17,,4.9,c
Noodles,35.0,0.0,0.1,0.0,0.0,3.9,0.2,a
Fromage bio,900.0,5.5,16.5,12.0,1.8,0.0,5.5,d
Speculoos caramel biscuits & cream,1097.2,20.2,15.6,4.5,0.355,0.4,25.9,e
CHUNK LIGHT PREMIUM TUNA IN WATER,360.4,,0.0,21.2,0.795,,0.0,a
Goats milk yoghurt,436.700010299685,3.2000000476837,7.3000001907349,5.5,0.10000000149012,,4.3000001907349,c
Greek style salad cheese,1052.8,0.5,20.0,17.9,2.7,,0.5,e
Unsalted Roasted Nuts,2564.0,5.2,51.0,30.0,0.03,8.7,5.7,a
Grana Padano DOP Geraspt - Râpé,1634.0,,29.0,33.0,1.48,,0.0,unknown
Sensations Coated Peanuts,2179.0,7.66666666666667,32.0,13.0,1.575,4.66666666666667,43.3333333333333,c
Rougail saucisses et riz,555.1,1.5,4.7,4.6,0.56,0.9,17.4,c
Scottish Oats,1556.8,1.0,7.5,11.7,0.01,8.4,59.6,a
Bio risotto aux cèpes,1395.0,4.0,2.2,7.5,0.66,3.7,68.0,c
Nature Coconut U.H.T.,137.3,0.3,2.7,0.2,0.1,,2.0,c
FOOD,1124.7,0.1,21.3,19.7,0.65,0.0,0.1,b
Cremă de Arahide,2685.0,1.9,49.0,26.0,1.0,7.0,22.0,a
Mighty malties,1557.6,11.0,1.8,10.0,0.26875,10.0,73.0,a
Multi Vitamin,175.0,9.9,0.0,0.0,0.0,0.0,9.9,e
Muesli superfruits,1407.0,13.0,2.5,9.1,0.02,10.0,64.0,a
Full Fat Oatmilk,272.916666666667,2.91666666666667,3.75,1.25,0.104166666666667,0.833333333333333,6.25,d
6 Fruit & Oat Bakes Strawberry,1542.0,21.1,8.6,3.3,0.63,4.9,69.7,d
British Cold Pressed Rapeseed Oil,3425.0,0.5,92.0,0.5,0.01,0.5,0.5,b
Crunchy muesli,1707.0,28.0,11.0,8.0,0.08,7.4,65.0,c
Caramelised Red Onion Chutney,884.0,49.7,0.1,1.1,1.44,1.0,50.2,e
Mellow Yellow Rapeseed oil,3388.8,0.1,90.9,0.5,0.0,,1.0,b
KVARG WHITE CHOCOLATE FLAVOUR,235.2,3.13333333333333,0.2,10.0,0.065,0.0,3.4,a
4 Bake at Home White Rolls,1190.88235294118,3.23529411764706,1.32352941176471,8.97058823529412,1.11397058823529,3.67647058823529,56.4705882352941,c
