product_name,energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,nutrition_grade
Hop parfum framboise,263.3,10.5,0.8,3.0,0.12,0.1,10.7,d
Double Concentre De Tomates,383.5,14.5,1.0,4.8,0.975,2.3,14.5,c
Crispy o'choc,1605.6,18.0,3.1,8.3,0.02,5.1,77.0,c
Flocons 5 céréales 500g,1457.0,1.0,3.3,9.7,0.01,12.0,64.0,a
Cacahuètes Grillées à sec,2488.0,5.9,48.0,27.0,1.5,8.3,11.0,c
Miettes de thon à la sauce tomate,646.0,3.6,9.3,13.0,1.0,0.6,4.5,b
Pommes Dauphine,1150.0,4.2,15.0,4.3,1.6,2.3,28.0,d
Danish lighter white bread,259.0,0.7,0.4,2.5,0.245,0.5,11.9,a
Oats,1566.0,0.7,7.0,13.5,0.02,10.0,58.7,a
Mozzarella Grated,1232.4,1.0,21.5,22.7,1.42,,3.0,d
Granulated Sugar,1700.0,100.0,0.0,0.0,0.0,0.0,100.0,e
Crunchy Oat Granola Tropical Fruits,1805.6,22.0,13.0,10.0,0.05,6.2,65.0,d
Fine cut Oxford marmalade,1078.0,56.0,0.5,0.5,0.14,0.0,61.0,d
pure fruit juice SMOOTH ORANGE,175.6,8.7,0.0,0.9,0.0,0.7,9.1,e
Fruit Crunch Crisp,1562.0,19.4,4.7,9.8,0.03,11.2,66.6,a
Sesame oil,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,c
Crosse And Blackwell Branston Pickle 720G,626.8,29.0,0.7,0.5,3.5,1.8,34.0,e
Flahavans Microwave Quick Porridge Oats,1545.66666673333,1.0,5.66666667,11.33333333,0.0333333333333333,8.33333333333333,63.3333333333333,a
8 tortillas original,1375.5,1.3,8.0,9.3,1.3,,54.2,d
Puck spreadable processed cream cheese analogue,1357.0,1.5,27.0,9.3,2.6,,2.0,e
White Oats,1702.0,1.0,8.0,13.0,0.0175,10.0,65.0,a
HERTA poitrine fumée 7T 100g,1177.0,0.0,24.0,17.0,2.4,0.0,0.0,e
Rigatoni N°35,1489.0,3.0,1.0,14.0,0.0,3.0,70.0,a
Fette biscottate rustiche,1616.0,7.7,5.0,13.0,1.2,8.5,67.2,c
Leche desnatada,142.0,4.7,0.25,3.2,0.0975,,4.7,b
Hot dog,1137.0,5.5,4.0,9.0,0.0025,2.5,48.0,b
Solero Exotic,577.647058823529,,3.38235294117647,1.61764705882353,,,25.0,unknown
Fort en calcium,366.02,14.54,1.55,3.57,0.11,0.1,14.54,c
Cream of Tomato Soup,211.7,4.8,2.1,0.8,0.4925,0.6,6.8,a
Mozza,977.1,0.8,18.0,17.0,0.6875,0.0,1.3,c
Fat free Greek style natural yogurt,215.7,5.2,0.5,6.4,0.1375,0.5,5.2,a
Classic,2382.14285714286,3.57142857142857,35.7142857142857,7.14285714285714,1.25,3.57142857142857,53.5714285714286,d
Soya classico,258.0,2.1,4.4,3.0,0.1,0.2,2.5,b
Honey Squeezy,1340.0,80.0,0.0,0.0,0.0425,,80.0,d
Thon à la sauce tomate,683.0,0.0,9.5,15.9,0.0,,3.6,a
Caffè decaffeinato,15.72,0.01,0.06,0.2,0.2,0.2,0.5,unknown
Jengibre,15.0,0.5,0.0,0.0,0.02,0.5,0.8,not-applicable
Peanut butter crunch,1366.0,18.0,22.8,8.5,0.25,1.7,21.3,e
Double chocolate crisps,2096.8,41.3,26.3,5.1,0.65,,61.0,e
Yogur sin lactosa cremoso azucarado,396.08,11.68,3.28,4.48,0.12,,11.68,c
Classic Basmati Rice,570.08,0.08,1.84,2.64,,1.04,26.4,unknown
Lightly sea salted,2110.0,0.5,27.5,6.2,0.94,2.0,57.1,d
Nature,1954.0,17.0,17.0,8.6,0.01,7.3,63.0,c
Aubergine Parmigiana Fresh Tortelloni,881.0,3.3,7.8,7.8,0.54,4.3,25.0,a
Perle du Nord,85.0,2.4,0.0,1.2,0.0,1.1,2.8,a
Marmellata Zueg zero zuccheri aggiunti albicocche,184.0,3.9,0.1,0.5,0.09,1.9,12.0,a
Kelderman Dutch Stone Baked Rye Bread 9 Slices,905.1,4.6,0.8,7.5,1.1,,44.0,b
Yogur Griego Natural,516.0,5.7,10.0,2.9,0.1,,5.7,c
Bouillon de légumes,21.0,0.1,0.4,0.1,1.1,0.0,0.3,unknown
Oat Milk - Original,216.4,2.8,2.0,1.2,0.12,0.8,6.8,c
Milled Flax Seeds,2119.0,1.6,40.0,21.0,0.09,31.0,2.0,a
Tuna Chunks in Spring Water,418.0,0.0,0.5,23.5,0.835,0.1,0.1,a
Faisselle de Bresse,326.3,5.2,4.5,4.1,0.2,,5.3,c
Green lentils in water,357.3,0.5,0.5,6.0,0.01,4.1,12.0,b
Pistazienkerne geröstet & ohne Salz,2533.0,6.2,50.4,23.4,0.03,10.0,11.2,a
Vitalmix défenses naturelles,2072.0,32.0,31.0,11.0,0.09,4.8,41.0,d
Coconut oil,3768.0,0.0,100.0,0.0,0.0,,0.0,e
Pringles gusto Pizza,2154.2,3.3,29.0,6.0,1.4,3.4,56.0,d
Pizza Jambon Speck Gorgonzola Mozzarella,1102.0,2.1,11.0,14.0,1.6,1.9,26.0,d
vly Barista,187.2,1.4,3.2,2.0,0.13,0.1,2.0,b
Lightly Salted Rice Cakes,1614.9,1.3,3.2,8.9,0.05375,4.1,77.2,a
Crousti  noisettes abricot graine de courge,1581.0,15.0,11.0,19.0,0.34,15.0,43.0,a
Marmite Oven Baked Cashews,2394.0,5.1,44.0,21.0,1.5,4.2,21.0,c
Pane ai cereali,1018.0,2.5,4.5,8.5,0.9825,5.5,39.0,b
Sour cream & onion flavour potato chips,1826.47058823529,4.11764705882353,12.9411764705882,6.47058823529412,,4.70588235294118,70.5882352941177,unknown
Pumpkin Seeds,2578.0,2.0,50.0,30.0,0.5,6.0,10.0,b
Raw Boost,303.6,12.0,0.5,0.3,0.03,1.0,16.0,e
Rösti,659.0,1.5,7.6,2.2,0.75,2.2,19.0,c
Pur jus de pommes Transition - conversion biologique,187.0,11.0,0.5,0.5,0.01,,11.0,c
Ricola Sève de pin Sans sucres,983.0,0.0,0.0,0.0,0.025,,98.0,b
Heart Healthy Mixed Nuts,816.0,,17.0,3.0,,,8.0,unknown
Pomme Poire sans sucres ajoutés**Contient des sucres naturellement présents dans les fruits.,234.0,12.0,0.5,0.5,0.01,1.7,12.0,a
Pain mais tournesol prec/300g,1166.0,6.2,4.2,10.0,1.0,4.9,47.0,b
Nuts & seeds muesli,1604.0,11.5,8.7,11.5,0.1,8.8,59.8,a
Ferrero couscous moyen sc 5x100g,1546.0,3.0,2.0,12.0,0.02,3.4,73.0,a
Classic Houmous,1223.0,0.6,23.8,6.7,0.8,4.0,10.9,c
Pulpe de tomates en dés boîte x3 1/2,62.0,1.9,0.5,0.8,0.01,1.1,2.3,a
Actimel,262.0,8.5,1.4,3.3,0.1,,8.9,c
Raisins secs sultanines,1369.0,70.0,0.7,3.2,0.05,4.2,74.0,d
yogurt greco,293.3,3.0,2.0,9.9,0.1,,3.0,a
Banane BIO,393.02,15.6,0.5,1.06,0.0,2.7,19.7,a
Oat avoine drink omega-3,209.9,5.9,1.4,0.4,0.1275,,8.9,d
Berry Granola,1767.1,17.9,11.2,10.4,0.05,7.8,65.5,c
Garlic & Herbs,585.7,5.3,10.0,7.2,0.91,0.4,5.3,c
Sanpellegrino,76.4848484848485,4.39393939393939,0.0,0.0909090909090909,0.00303030303030303,0.0303030303030303,4.39393939393939,d
Penne au blé complet,1474.0,3.5,2.8,13.0,0.0,5.5,65.0,a
Tomates séchées,690.0,9.7,9.5,3.7,2.5,6.4,13.0,d
Natura Mix Croquant,2521.0,4.7,51.0,23.0,0.01,7.0,11.0,c
crunchy peanut butter,2573.7,5.5,48.8,27.8,0.03,7.4,13.9,a
Schezwan Chutney,736.0,8.0,11.2,2.2,5.65,,16.7,e
Organic Whole Cashews Unsalted Unroasted,2241.0,7.14285714285714,42.8571428571429,17.8571428571429,0.0,3.57142857142857,28.5714285714286,b
Cheese Twists,2203.5,2.6,28.7,12.1,1.85,3.3,53.5,e
soft white pittas,1064.0,1.7,0.9,9.5,0.96,3.5,49.0,c
Steinhofen-Pizza Tonno,919.9,3.6,7.8,10.2,0.89,2.2,25.9,c
Purée de cacahuète,2578.8,5.9,49.0,26.0,0.02,8.6,15.0,a
bagel,1115.0,5.0,0.8,11.0,0.73,3.5,51.2,b
Purée de cacahuète,2578.8,5.9,49.0,26.0,0.02,8.6,15.0,a
Manilife Deep Roast Peanut Butter,2561.8,5.5,50.5,26.4,0.885,9.1,10.1,b
Choco Pops Cereals,1608.4,22.0,2.2,10.0,0.67,6.0,77.0,c
Strawberry Granola,1819.0,16.3,12.5,9.9,0.03,7.4,66.4,b
Nuit Calme - Verveine et reine des prés,0.0,0.0,0.0,0.0,0.0,,0.0,unknown
Smoothie Mango,226.0,11.6,0.1,0.4,0.01,0.5,12.5,d
High Protein Quark Dessert (Latte Macchiato),205.2,3.5,0.2,7.4,0.0975,0.5,4.0,a
Tofu aux petits pois,1055.0,1.6,19.0,17.0,1.5,,2.1,d
Authentic Greek Yoghurt with Vanilla,580.2,8.6,8.4,5.0,0.1475,3.5,9.2,c
Lay's green onion flavoured,2200.1,3.0,32.0,6.7,1.5725,4.4,51.0,d
Hrouges très peu de jus 1/4 x2,455.0,0.8,0.6,7.7,0.22,8.0,14.0,a
NESTUM zero Chocolate,1678.0,17.0,4.0,11.0,0.1,8.5,75.0,b
Pate à tartiner noisettes et cacao,2283.5,54.2,32.7,6.1,0.01,3.3,55.5,e
Lasagnes ricotta épinards,465.8,2.5,5.0,4.66666666666667,0.67,1.1,11.3333333333333,c
Gourmand & Végétal Cassis-Myrtille,376.0,9.5,2.9,0.4,0.07,,15.3,c
Banana chips,2094.0,18.1,26.5,1.9,0.01,3.8,61.8,d
Crème fraîche épaisse légère 15%MG - 450g,683.0,3.2,15.0,2.5,0.12,0.5,5.0,d
mango yogurt,444.0,10.8,4.7,4.5,0.1,,11.8,c
Bio-Frischkäse - Natur,1004.0,2.0,23.0,7.0,0.9,,2.0,d
Cruesli zero sugar added chocolate,1695.0,3.40000009536743,19.0,8.71,0.09,21.0,48.0,a
Puree gourmande,360.0,0.8,1.8,5.4,0.65,1.8,11.0,b
Honey Nut Cheerios,1781.08108108108,32.4324324324324,5.40540540540541,8.10810810810811,1.41891891891892,8.10810810810811,81.0810810810811,d
Yoyos Raspberry Multipack 5 x,1170.0,42.0,0.0,1.9,0.0,10.0,63.0,c
Street food saveur tzatziki,2099.0,3.3,32.0,5.8,1.3,4.3,46.0,d
Körniger Frischkäse mit fettarmem Joghurt - leicht,298.7,4.0,0.4,12.7,0.7,,4.0,a
Préparation aromatisée pour infusion TILLEUL CITRON,1.7,0.0,0.0,0.1,0.0,0.0,0.0,unknown
Huile d’olive,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,b
Tomate Pera,180.14,0.84,3.04,0.91,0.0,0.0,3.07,a
Cerneaux de noix,2989.0,1.8,68.0,17.0,0.03,5.4,8.3,a
Kania,414.0,0.6,4.3,2.2,0.73,1.4,12.2,not-applicable
Roasted Peanut Powder,1943.75,25.0,12.5,43.75,1.484375,12.5,37.5,unknown
Galette de maïs Chocolat au lait,2050.0,26.0,23.0,6.6,0.1175,3.4,63.0,e
Original Balkan Yogurt,334.857142857143,3.42857142857143,5.71428571428571,3.42857142857143,0.0928571428571429,0.0,4.0,c
Aubergines cuisinées à la tomate,503.6,4.6,9.2,1.4,0.6,,8.2,a
Tranche de brebis 200g,1113.0,0.6,22.0,16.0,2.1,0.0,1.6,d
Bouillon goût légumes,20.0,0.5,0.5,0.5,0.96,,0.7,unknown
Collection Fruitée,1.7,0.0,0.0,0.1,0.0,0.0,0.0,unknown
Baked Beans,356.0,4.7,0.6,4.6,0.6,5.9,12.5,a
Brotaufstrich Kichererbse Avocado,1025.0,1.0,19.4,5.3,1.5,0.0,10.3,c
Fromage Blanc 2.8%,299.0,4.3,2.8,6.7,0.11,0.0,4.8,a
ROYAL MIX,2937.0,,50.0,43.0,1.0,9.3,39.0,unknown
Chia Seeds,1748.4,0.0,28.0,24.0,0.0,33.8,2.0,a
Oat & Barley Loaf,1086.59090909091,2.95454545454545,2.27272727272727,9.09090909090909,0.8,4.09090909090909,47.9545454545455,b
Boisson ACE,189.9,10.0,0.2,0.5,0.0,0.5,10.0,d
Tchico caramel,1711.0,35.0,4.2,7.7,0.5,5.8,80.0,unknown
Bolas de Chocolate,1628.5,26.0,3.2,9.1,0.49,5.8,77.0,c
Leinsamen geschrotet,2228.0,1.0,43.0,22.0,0.15,26.0,3.0,a
Margarina,753.0,0.5,20.0,0.5,1.27952751212233,,0.5,d
Pan de molde integral de trigo sin azucares añadidos,1000.0,3.4,3.4,11.0,1.2,7.3,37.0,a
Soja Natur Ungesüßt,194.1,0.6,2.2,4.2,0.18,0.7,2.1,a
Tomatillo & Jalapeño Pepper Tortilla,508.5,1.1,5.7,1.4,,1.5,15.4,unknown
Gnocchi aux cèpes et aux champignons de Paris,711.0,6.1,5.1,6.3,0.7,2.0,24.0,c
Le fromager nature,922.0,4.0,20.0,6.3,1.0,0.0,4.4,d
Pur jus multifruits,214.0,10.0,0.5,0.5,0.0,,11.0,c
Veganer Hauchgenuss Mediterrane Kräuter-Typ Salami,978.5,2.3,8.0,29.0,2.75,3.5,9.5,d
NESTLE CHOCAPIC MINIS 310g – Céréales au chocolat,1620.0,19.9,4.4,9.1,0.2,7.7,73.0,b
Oganic Greek Recipe Strained Natural Yoghurt,397.5,3.5,5.0,9.0,0.0875,0.0,3.5,b
CHOCOLATE RICE CAKES,1303.33333333333,20.0,0.0,3.33333333333333,0.666666666666667,0.0,73.3333333333333,d
Sour Cream,730.0,3.33333333333333,16.6666666666667,3.33333333333333,0.125,0.0,3.33333333333333,d
Zephyrhills,0.0,,0.0,0.0,,,0.0,unknown
Super Nutty Wholefood,768.9,12.1,2.2,4.2,0.33,3.7,34.5,c
Spiced Lentil & Tomato Soup,182.0,2.2,0.5,2.1,0.4225,1.1,7.0,b
Smoky Roasted Red Pepper Houmous,883.1,1.8,16.1,5.9,0.002,3.2,9.5,a
Original Powdered Peanut Butter,1926.92307692308,15.384615384615,11.538461538462,46.153846153846,1.73076923076923,7.6923076923077,38.461538461538,c
"Blueberry jam, organic",1054.0,57.0,0.0,0.0,0.0,0.0,62.0,d
Резени от манго,292.6,12.5,0.5,0.5,2.5e-05,0.9,15.2,b
Champignons,75.0,0.4,0.4,1.7,0.24,2.0,0.9,a
Verse kaas met knoflook en kruiden,1190.0,2.8,27.3,6.9,1.0,,3.6,d
Goldmajor Amber And Sterling Silver Lattice Drop Earrings,565.4,11.5,4.8,4.5,0.1275,1.3,17.7,c
Boules praliné,2255.0,59.0,31.0,4.4,0.14,0.0,60.0,e
cheveux d'ange,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
Apricot Jam,1024.0,59.0,0.1,0.5,0.0,1.1,59.0,d
Kidney Bohnen,298.0,0.7,0.5,5.6,0.62,5.6,8.2,b
Onctueux yaourt brasse nature 8x125g,250.0,3.4,3.3,3.6,0.11,0.0,3.9,b
Lait Ribot de Bretagne,156.2,4.9,0.5,3.2,0.1,,4.9,b
Chips Lays Nature,2121.0,0.5,30.0,6.1,1.1,4.3,53.0,d
Boudin à l'ancienne aux pommes du verger,1023.0,4.7,20.0,10.0,1.3,,5.7,d
Le Pur Bœuf 5% de M.G.,525.0,,5.0,20.0,0.1,,0.0,unknown
Boulettes au boeuf,1019.3,0.5,15.4,20.0,1.27,2.0,5.5,d
Bifidus* saveur citron,396.0,12.0,2.9,3.3,0.1,0.0,14.0,c
Camembert pasteurisé 21%mg,1100.0,0.0,21.0,19.0,1.3,0.0,0.5,d
Céréales Pépites et pétales aux 3 chocolats paquet de 400g,1823.0,22.0,13.0,8.7,0.43,6.9,67.0,d
Haricots blancs préparés - Boîte 250g,367.0,0.5,0.5,6.6,0.45,7.0,11.0,b
Haricots blancs tomate - Boîte 800g,347.0,1.2,0.5,4.9,0.86,5.1,12.0,b
"Gnocchi à poêler, sachet de 500g",799.0,0.5,2.8,5.7,1.1,2.6,34.0,c
Ravioles BIO Emmental,1198.0,1.4,11.0,13.0,1.4,,33.0,d
Biscottes semi-complète sans sel,1630.0,3.8,5.4,13.0,0.01,8.2,67.0,a
2 Quiches lorraines,1140.0,2.7,18.0,11.0,0.91,1.0,18.0,d
Pommes noisettes,743.0,0.0,6.8,1.9,0.65,3.0,26.0,c
Haricots verts extra-fins,187.0,2.0,0.0,2.8,0.03,3.3,6.0,a
Brassé Nature,300.0,4.5,3.4,4.0,0.11,,6.3,b
Céleri rémoulade,583.0,1.8,13.0,1.0,1.1,2.7,3.7,c
"Fromage Blanc Nature 3,6%",319.0,3.7,3.6,7.2,0.1,0.0,3.7,b
Pépites croustillantes éclats de chocolat noir,1806.0,20.0,14.0,8.9,0.48,6.1,64.0,d
Moussaka aux aubergines et au soja,595.2,3.0,11.4,3.4,0.39,,6.8,b
Feigen Crackers,1556.0,10.9,1.2,6.5,0.0975,3.4,82.0,c
Barres cacahuètes amandes,2276.6,27.0,34.0,17.0,0.01,6.2,40.0,d
Pâte à pizzaRonde et Fine,1231.0,0.7,6.7,7.2,1.9,1.6,46.0,d
Nectar orange,187.6,10.1,0.2,0.5,0.0,,10.1,e
Thaï,1499.0,0.2,0.8,7.1,0.01,0.7,79.0,b
Pruneaux d'Agen dénoyautées,1059.0,37.0,0.4,1.4,0.01,6.6,55.0,c
Galette de mais chocolat noir,2058.0,21.0,22.0,7.7,0.02,6.4,62.0,d
Tartines craquantes riz et sarrasin,1401.9,2.0,1.3,5.6,0.77,2.2,73.0,c
Tomates séchées,811.7,7.5,15.0,3.5,2.2,6.8,8.4,c
Basmati Rice,567.7,0.1,1.0,3.3,0.235,1.1,27.4,b
Weetabix Organic,1499.0,4.4,2.0,10.0,0.3,10.0,70.0,a
Patak's Plain Pappadums x 8,1972.5,1.25,25.0,18.75,5.3125,8.75,38.75,e
Smooth Cashew Butter,2759.0,5.6,56.0,21.0,0.0,4.3,19.0,b
Banana Lunchbox Loaves,1317.66666666667,18.0,4.66666666666667,8.33333333333333,0.141666666666667,5.0,56.6666666666667,c
Low Fat Red Fruit Special Flakes Rice & Wholewheat,1567.6,15.6,1.5,7.4,0.6,3.5,79.9,c
Orange Juice With Bits Not From Concentrate,181.533333333333,10.0,0.0,0.6,,0.166666666666667,10.0,unknown
Cashew Cookie Fruit & Nut Bar,1855.0,39.2,23.4,10.0,0.02,4.7,46.0,not-applicable
raw fruit & nut bar,1671.9,44.0,16.0,7.9,0.03,7.7,52.0,not-applicable
Oat Original,184.0,3.2,1.5,0.8,0.0775,1.4,6.1,c
Ísey SKYR VANILLE GESCHMACK,236.9,3.3,0.2,9.8,0.0,0.0,3.7,a
Ice Tea Limón,9.4,0.0,0.0,0.0,0.01,0.0,0.52,c
Lentejas a la riojana,476.4,0.5,5.6,5.3,0.8,2.2,9.5,b
creme de coco,821.6,2.5,20.0,2.1,0.07,,2.7,e
Parmentier de truite frais,619.2,1.3,9.2,7.3,1.0,,9.1,c
Meisterbäckers Mehrkorn,1044.0,4.1,6.6,4.5,0.97,9.9,38.0,b
Spaghetti konjac et avoine,142.8,0.5,0.0,0.0,0.0,,8.4,a
Philadelphia Light,624.4,5.2,11.0,7.4,0.7,0.4,5.2,c
Apple Cinnamon Rice Cakes,1569.23076923077,23.0769230769231,0.0,7.69230769230769,0.0,0.0,84.6153846153846,c
SUPER SMOOTH PORRIDGE,1562.0,1.0,8.7,12.0,0.1,7.9,57.6,a
White chocolate & Scandinavian mountain cranberries,1428.0,31.0,19.0,4.8,0.26,0.5,37.0,e
PLANT-BASED SHAWARMA KEBAB,664.8,0.4,7.1,15.0,1.18,5.0,6.3,a
Pain libanais,1049.6,1.5,0.8,8.0,0.46,,52.0,b
Extra barre kellogg's,2176.0,26.0,33.0,13.0,0.4,5.4,41.0,e
Champignons émincés BIO 1/2,85.0,0.3,0.4,2.2,0.58,2.2,0.9,a
Sea Salt & Chardonnay Wine Vinegar Crisps,2072.8,5.2,27.0,6.8,2.96,2.9,55.0,e
Single Creamy Oat,601.0,3.6,13.0,0.9,0.11,0.8,5.8,e
Veggie Fingers,772.7,2.4,8.1,3.6,0.84,2.6,23.0,c
Beta3 Oatbran,1527.8,1.5,7.6,16.0,0.02,19.4,48.2,a
Organic chickpeas in water,483.0,0.4,2.2,6.7,0.1,6.9,13.6,a
lighter SOFT CHEESE,643.8,3.9,11.0,9.7,0.5,0.7,3.9,c
Berry Set Go,170.0,8.60606060606061,0.0,0.0,,,10.0,unknown
Harina de garbanzos,1647.3,4.6,6.5,20.2,0.0,11.8,57.0,a
Vegetable stock,22.0,0.1,0.4,0.1,0.98,,0.4,not-applicable
Organic Sea Salt & Lime Tortilla Chips,1942.0,,25.0,7.14285714285714,0.625,3.57142857142857,57.1428571428571,unknown
Baked Beans in tomato sauce,329.6,4.5,0.5,3.7,0.5,,14.6,a
Carrefour Classic' Poivre Noir Grains,1163.0,0.6,3.3,11.0,0.1,26.0,38.0,not-applicable
Three Bean Salad in Water,519.0,0.3,0.5,6.7,0.0123,7.1,19.4,a
Super smoothie Défense,240.0,10.0,0.7,0.0,0.1,1.2,12.0,c
Pure Vegetable Oil,3740.0,0.0,93.3333333333333,0.0,0.0,0.0,0.0,b
Lipton Ice Tea Pastèque Menthe,81.0,4.5,0.0,0.0,0.02,,4.6,d
Super chips deep american BBQ flavour,2150.2,3.2,31.0,6.8,1.1,4.7,50.0,d
Zero zuccheri aggiunti,278.9,5.9,0.1,0.4,0.02,2.1,14.8,unknown
Cuor di Cereale Take Away Multifrutta,1956.7,23.0,19.0,6.5,0.85,6.9,64.0,d
Spiced Butternut soup,127.0,2.9,1.4,1.1,0.4025,0.9,2.9,b
Cottage Cheese Natural,403.5,3.6,3.4,11.9,0.3925,0.5,4.2,b
Fat free cottage cheese natural,264.7,3.0,0.4,11.3,0.3825,0.0,3.4,a
Nectar orange pêche abricot ss sucre ajoutés brique de 1 litre,146.0,6.8,0.5,0.5,0.01,0.5,7.1,b
Ravioli ricotta epinard,1081.0,2.0,5.7,10.0,1.4,2.5,40.0,d
4 Seed Mix,2387.0,1.4,46.2,22.9,0.03,8.7,12.8,a
Petits fromages frais,364.0,4.1,3.8,9.0,0.13,0.1,4.1,b
Nutrient Dense beetroot and feta,564.0,3.6,5.6,5.5,0.55,3.8,13.7,c
"British Extra Mature Cheddar, Strength 5",1725.0,0.0,34.9,25.4,1.8,0.0,0.0,d
Salt and vinegar rice cakes,1723.61111111111,1.38888888888889,8.33333333333333,6.94444444444444,2.74305555555556,2.77777777777778,75.0,e
Medium Egg Noodles,673.052631578947,0.789473684210526,1.0,5.94736842105263,0.321052631578947,2.0,30.5263157894737,b
Graham de vel Pitat,983.0,5.4,2.0,9.6,2.75,5.2,42.0,d
Basmati Rice,546.3,0.2,1.4,2.9,0.01,0.4,26.0,b
Purée de cacahuète toastée,2549.0,6.7,49.0,28.0,0.03,7.0,12.0,a
Fromage blanc,201.0,5.3,0.5,6.8,0.09,0.5,5.3,a
Lait de coco bio,764.2,2.0,19.0,1.6,0.05,,2.0,d
Crinkle Cut Sea Salt & Chardonnay Vinegar Hand Cooked Crisps,2166.4,4.4,30.4,7.2,0.9,4.4,52.0,c
Reduced Sugar and Salt Baked Beans,494.6,0.7,0.1,1.8,0.8,7.6,23.5,a
Super Seeded Cob,1364.5,2.2,12.7,13.4,0.9,6.0,36.4,b
Paëlla,655.0,0.9,6.3,9.0,0.87,,15.0,c
Lay's Recette à l'ancienne nature maxi format,2250.0,0.5,35.0,6.2,1.1,3.9,54.0,d
morceaux d'ananas au jus,256.0,13.0,0.5,0.5,0.0,1.0,13.0,c
Sunflower and Pumpkin Soft Farmhouse,1217.3,2.5,10.6,12.2,0.79,9.0,32.1,a
Sriracha Chilli Tofu,535.0,2.7,6.3,13.3,0.75,0.6,4.8,a
Gourmet Muesli Triple Choc,1896.4,17.4,14.8,10.0,0.04,7.1,66.0,d
Corn Crisps,1588.0,1.2,1.2,7.3,0.01,1.1,83.0,b
Fruity Favourites Yoghurts,434.2,11.1,4.2,5.3,0.15,,11.1,c
Crème de coco,976.0,1.5,24.0,2.5,0.05,0.0,2.0,c
Lot de 3 boites Morceaux de Thon au Naturel,451.0,0.0,0.7,25.0,0.9,,0.0,a
Granola High Protein Peanut & Oat,1845.7,4.5,18.0,23.9,0.52,7.0,42.2,a
Крема сирене,1054.0,3.0,25.0,4.5,0.8,0.0,3.0,d
Chocolat blanc,962.0,20.0,14.0,3.1,0.12,,23.0,d
Strawberry Yogurt 0% fat,310.9,11.6,0.5,4.6,0.45,,12.6,c
Confiture extra Fraises de Dordogne,982.0,55.0,0.5,0.5,0.02,2.3,56.0,d
ProActiv Olive Oil Spread,1312.0,0.5,35.0,0.5,0.7875,,0.5,d
Glace Rhum raisin,830.0,18.0,7.5,2.5,0.12,,25.0,d
Konfitüre Sauerkirsche Fruchtaufstrich,684.3,39.0,0.3,0.6,0.01,,39.0,d
Amandes décortiquées,2642.0,2.7,55.0,24.0,0.0,11.0,7.7,a
Hummus natural,953.6,0.7,19.0,5.5,1.0,5.4,6.7,a
Eatlean Käse,755.9,0.5,3.0,36.0,1.97,0.5,1.7,c
Atún Claro al Natural,584.875,0.0,0.875,32.5,0.0,0.0,0.0,a
Mature Cheddar,1723.1,0.0,34.9,25.4,4.5,0.0,0.0,e
Chips nature,2223.0,0.0,33.0,6.5,0.8,4.6,50.3,c
Mango Slice 1.75ltr,267.0,15.5,0.0,0.0,0.02286,0.0,15.9,e
Fruit Intense Pomme Myrtille Sauvage,273.0,12.0,0.5,0.5,0.025,2.2,13.0,b
Margarine,2220.0,0.0,60.0,0.5,0.5,0.0,0.0,d
Biotiful Dairy Organic Kefir,243.6,2.8,3.0,3.2,0.1075,0.0,4.6,b
Oatmeal,1513.0,1.1,7.0,14.0,0.01,12.0,54.0,a
3 FROMAGES Maasdam - Emmental - Mozzarella,1421.0,0.5,26.0,26.0,0.8,,1.0,c
Filet de sardines à l'huile d'olive vierge extra et piment,798.0,0.0,11.0,23.0,1.0,,0.0,b
Chips à l'ail noir et à la crème aigre,2152.0,3.5,27.8,7.2,1.2,6.4,54.6,c
Parmesan Cheese,1790.0,0.0,30.0,40.0,4.0,0.0,0.0,e
Seitan fumé à cuisiner,488.5,0.1,4.0,17.0,1.1,0.7,2.7,a
All Natural Nut Bar,2157.0,36.0,32.0,16.0,0.0,9.0,37.0,d
Boisson végétale avoine,175.3,5.0,1.2,0.5,0.08,0.0,7.2,c
Leerdammer Léger - mild-nussig,1093.5,0.0,16.0,29.5,1.5,,0.0,e
Very veggie boulettes panees facon thai,874.0,1.4,11.0,12.0,0.83,3.5,17.0,b
Forty Brand Orange Juice,136.0,,0.0,0.0,0.05,0.0,8.0,unknown
Petits Pains grillés au blé complet,1717.0,5.0,10.0,10.0,1.0,6.3,66.0,c
Panzani Pâtes Cannelloni 250G,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
Tomatenmark,442.0,13.0,0.4,4.9,0.06,3.7,19.0,a
100% Freshly Squeezed Orange Juice With Bits,176.65,8.7,0.05,1.0,0.005,0.6,9.0,e
Balsamic vinegar of Modena,323.85,19.0,0.0,0.05,0.05,,19.0,not-applicable
Vegan tortelloni with meat alternative filling,1035.0,3.52,6.08,6.4,1.14,5.84,38.88,c
Espresso Delizioso Intensity 5,1.7,0.0,0.0,0.1,0.0,0.0,0.0,unknown
Sea Salt Pita Chips,2025.0,3.57142857142857,17.8571428571429,10.7142857142857,1.78571428571429,3.57142857142857,67.8571428571429,d
